phenotype,phecode,category,node_name,node_id,score
Basal cell carcinoma,172.21,neoplasms,BRVO - Branch retinal vein occlusion,24596005,1
Basal cell carcinoma,172.21,neoplasms,Lipoma of skin,255187008,4
Basal cell carcinoma,172.21,neoplasms,Hypochromic microcytic anaemia,44666001,1
Basal cell carcinoma,172.21,neoplasms,Adynamic ileus,55525008,1
Basal cell carcinoma,172.21,neoplasms,Costochondral junction syndrome,30128009,1
Basal cell carcinoma,172.21,neoplasms,CT - Chemotherapy,367336001,3
Basal cell carcinoma,172.21,neoplasms,Detrusor overactivity,786460007,2
Basal cell carcinoma,172.21,neoplasms,Injury of toe,282776008,1
Basal cell carcinoma,172.21,neoplasms,Liposarcoma,254829001,4
Basal cell carcinoma,172.21,neoplasms,Abnormal mammogram,168750009,1
Basal cell carcinoma,172.21,neoplasms,Hypothyroidism following radioiodine therapy,40539002,1
Basal cell carcinoma,172.21,neoplasms,Extended hemicolectomy,43075005,1
Basal cell carcinoma,172.21,neoplasms,ACL - Anterior cruciate ligament rupture,239725005,1
Basal cell carcinoma,172.21,neoplasms,Screening colonoscopy,444783004,4
Basal cell carcinoma,172.21,neoplasms,Tobacco use,110483000,4
Basal cell carcinoma,172.21,neoplasms,CHRPE - Congenital hypertophy of retinal pigment epithelium,232074003,1
Basal cell carcinoma,172.21,neoplasms,Difficulty talking,286378009,4
Basal cell carcinoma,172.21,neoplasms,Breast reduction,59214008,1
Basal cell carcinoma,172.21,neoplasms,KP - Keratosis pilaris,5132005,4
Basal cell carcinoma,172.21,neoplasms,Cancer metastatic to neck lymph nodes,94397007,4
Basal cell carcinoma,172.21,neoplasms,Anal pain,68653001,1
Basal cell carcinoma,172.21,neoplasms,Fracture of bone of face,157176002,1
Basal cell carcinoma,172.21,neoplasms,Panniculitis,22125009,3
Basal cell carcinoma,172.21,neoplasms,Carcinomatosis,307593001,4
Basal cell carcinoma,172.21,neoplasms,Bladder excision,108034003,1
Basal cell carcinoma,172.21,neoplasms,Dislocation of finger,125619004,1
Basal cell carcinoma,172.21,neoplasms,Lipoma of spermatic cord,93162007,2
Squamous cell carcinoma,172.22,neoplasms,Achrochordon,201091002,4
Squamous cell carcinoma,172.22,neoplasms,Biopsy,86273004,5
Squamous cell carcinoma,172.22,neoplasms,Diffuse parenchymal lung disease,233703007,1
Squamous cell carcinoma,172.22,neoplasms,Proctitis,3951002,1
Squamous cell carcinoma,172.22,neoplasms,Acne vulgaris,88616000,2
Squamous cell carcinoma,172.22,neoplasms,Osteosarcoma,307576001,1
Squamous cell carcinoma,172.22,neoplasms,Clouded consciousness,40917007,1
Squamous cell carcinoma,172.22,neoplasms,Rupture of ovarian cyst,95598005,1
Squamous cell carcinoma,172.22,neoplasms,Bacterial disease,87628006,1
Squamous cell carcinoma,172.22,neoplasms,Lymphoma,118600007,1
Squamous cell carcinoma,172.22,neoplasms,Arterial hypoxaemia,389087006,1
Squamous cell carcinoma,172.22,neoplasms,Flushing,238810007,1
Squamous cell carcinoma,172.22,neoplasms,Abrasion of skin,37236007,3
Squamous cell carcinoma,172.22,neoplasms,CRF - Chronic renal failure,90688005,1
Squamous cell carcinoma,172.22,neoplasms,Melanocytic naevus,400096001,2
Squamous cell carcinoma,172.22,neoplasms,Comedone,247467008,2
Squamous cell carcinoma,172.22,neoplasms,Diverticulitis,307496006,1
Squamous cell carcinoma,172.22,neoplasms,Endogenous hypertriglyceridaemia,275598004,1
Squamous cell carcinoma,172.22,neoplasms,MAS - Meconium aspiration syndrome,206292002,1
Squamous cell carcinoma,172.22,neoplasms,Cyst,441457006,3
Squamous cell carcinoma,172.22,neoplasms,Burning sensation,90673000,3
Squamous cell carcinoma,172.22,neoplasms,Human papilloma virus infection,240532009,5
Squamous cell carcinoma,172.22,neoplasms,Bladder dysfunction,40492006,1
Squamous cell carcinoma,172.22,neoplasms,Nasal septal perforation,80142000,1
Squamous cell carcinoma,172.22,neoplasms,Vaginal discharge,271939006,1
Squamous cell carcinoma,172.22,neoplasms,"Pressure, NOS",73595000,1
Squamous cell carcinoma,172.22,neoplasms,Clinical von Reclinghausen's disease,92824003,1
Squamous cell carcinoma,172.22,neoplasms,Sarcoma,424413001,1
Squamous cell carcinoma,172.22,neoplasms,Actinic lentigo,72100002,3
Squamous cell carcinoma,172.22,neoplasms,Seborrheic keratosis,398838000,4
Squamous cell carcinoma,172.22,neoplasms,Seborrheic wart,50563003,2
Squamous cell carcinoma,172.22,neoplasms,Renal tubular acidosis,1776003,1
Squamous cell carcinoma,172.22,neoplasms,ASHD - Atherosclerotic heart disease,53741008,1
Carcinoma in situ of skin,172.3,neoplasms,Flat wart,240539000,4
Carcinoma in situ of skin,172.3,neoplasms,Chronic migraine,427419006,1
Carcinoma in situ of skin,172.3,neoplasms,Feeding poor,299698007,1
Carcinoma in situ of skin,172.3,neoplasms,CRU - Chronic retention of urine,236650000,1
Carcinoma in situ of skin,172.3,neoplasms,Epidermal naevus,239107007,5
Carcinoma in situ of skin,172.3,neoplasms,Coccygeal sinus,47639008,1
Carcinoma in situ of skin,172.3,neoplasms,MMR triple vaccination,38598009,1
Carcinoma in situ of skin,172.3,neoplasms,Nodular goiter,190236006,1
Carcinoma in situ of skin,172.3,neoplasms,Lipoma of skin,255187008,2
Carcinoma in situ of skin,172.3,neoplasms,Tetanus immunisation,127786006,1
Carcinoma in situ of skin,172.3,neoplasms,Haemolytic anaemia,61261009,1
Carcinoma in situ of skin,172.3,neoplasms,Bacterial conjunctivitis,128350005,1
Carcinoma in situ of skin,172.3,neoplasms,Lipoma of spermatic cord,93162007,1
Carcinoma in situ of skin,172.3,neoplasms,Cutaneous tumor,126488004,5
Carcinoma in situ of skin,172.3,neoplasms,Anal pain,68653001,1
Carcinoma in situ of skin,172.3,neoplasms,Cancer metastatic to neck lymph nodes,94397007,1
Carcinoma in situ of skin,172.3,neoplasms,Congenital melanocytic naevus,398696001,5
Carcinoma in situ of skin,172.3,neoplasms,Liposarcoma,254829001,1
Carcinoma in situ of skin,172.3,neoplasms,Neuroblastoma,432328008,1
Carcinoma in situ of skin,172.3,neoplasms,AA - Alopecia areata,68225006,1
Carcinoma in situ of skin,172.3,neoplasms,Carcinomatosis,307593001,1
Carcinoma in situ of skin,172.3,neoplasms,Primary female infertility,5084002,1
Carcinoma in situ of skin,172.3,neoplasms,Incomplete miscarriage,156072005,1
Carcinoma in situ of skin,172.3,neoplasms,Glucosuria,45154002,1
Carcinoma in situ of skin,172.3,neoplasms,Bloodstained amniotic fluid,249134008,1
Carcinoma in situ of skin,172.3,neoplasms,Periumbilical abdominal pain,443503005,1
Carcinoma in situ of skin,172.3,neoplasms,Chloasma,36209000,2
Carcinoma in situ of skin,172.3,neoplasms,Community acquired pneumonia,385093006,1
Carcinoma in situ of skin,172.3,neoplasms,Excision of skin tag,309430005,2
Carcinoma in situ of skin,172.3,neoplasms,Correction of hammer toe,127601009,1
Carcinoma in situ of skin,172.3,neoplasms,Acute pseudo-obstruction of colon,35065006,1
Carcinoma in situ of skin,172.3,neoplasms,KP - Keratosis pilaris,5132005,1
Carcinoma in situ of skin,172.3,neoplasms,Dystrophia unguium,87065009,1
Malignant neoplasm of female breast,174.11,neoplasms,Leiomyosarcoma,443719001,5
Malignant neoplasm of female breast,174.11,neoplasms,Oxyphilic adenocarcinoma,443261008,5
Malignant neoplasm of female breast,174.11,neoplasms,Nonspecific syndrome suggestive of viral illness,445939008,1
Malignant neoplasm of female breast,174.11,neoplasms,Observation of urethral discharge,9957009,1
Malignant neoplasm of female breast,174.11,neoplasms,FTC - Follicular thyroid carcinoma,255028004,1
Malignant neoplasm of female breast,174.11,neoplasms,Breast pain,53430007,4
Malignant neoplasm of female breast,174.11,neoplasms,Gout,90560007,1
Malignant neoplasm of female breast,174.11,neoplasms,Radiographic imaging procedure,363680008,5
Malignant neoplasm of female breast,174.11,neoplasms,"Follicular carcinoma, oxyphilic cell",57596004,1
Malignant neoplasm of female breast,174.11,neoplasms,Congenital cataract,79410001,1
Malignant neoplasm of female breast,174.11,neoplasms,"Pressure, NOS",73595000,1
Malignant neoplasm of female breast,174.11,neoplasms,APL - Antiphospholipid syndrome,26843008,1
Malignant neoplasm of female breast,174.11,neoplasms,Biopsy of breast,122548005,5
Malignant neoplasm of female breast,174.11,neoplasms,Labial adhesions,248866005,4
Malignant neoplasm of female breast,174.11,neoplasms,Achrochordon,201091002,2
Malignant neoplasm of female breast,174.11,neoplasms,MTC - Medullary thyroid carcinoma,255032005,1
Malignant neoplasm of female breast,174.11,neoplasms,Renal rickets,16726004,1
Malignant neoplasm of female breast,174.11,neoplasms,Flushing,238810007,1
Malignant neoplasm of female breast,174.11,neoplasms,Breast finding,116339002,5
Malignant neoplasm of female breast,174.11,neoplasms,FLS - Phantom limb syndrome,193114000,1
Malignant neoplasm of female breast,174.11,neoplasms,AS - Ankylosing spondylitis,9631008,1
Malignant neoplasm of female breast,174.11,neoplasms,Benign unconjugated bilirubinaemia syndrome,27503000,3
Malignant neoplasm of female breast,174.11,neoplasms,Folate deficiency anaemia,85649008,4
Malignant neoplasm of female breast,174.11,neoplasms,Bony metastasis,94222008,5
Malignant neoplasm of female breast,174.11,neoplasms,Prolactin-secreting pituitary adenoma,134209002,1
Malignant neoplasm of female breast,174.11,neoplasms,Proliferative retinopathy due to diabetes mellitus,59276001,3
Malignant neoplasm of female breast,174.11,neoplasms,Clinical von Reclinghausen's disease,92824003,3
Malignant neoplasm of female breast,174.11,neoplasms,Sarcoma,424413001,5
Malignant neoplasm of female breast,174.11,neoplasms,Secondary thyroid hyperplasia,26389007,1
Malignant neoplasm of female breast,174.11,neoplasms,Icteric,18165001,2
Malignant neoplasm of female breast,174.11,neoplasms,CTD - Carpal tunnel decompression,47534009,1
Malignant neoplasm of female breast,174.11,neoplasms,Swelling of finger,299060006,1
Malignant neoplasm of female breast,174.11,neoplasms,Bile stasis,33688009,1
Breast cancer [male],174.2,neoplasms,Bile stasis,33688009,2
Breast cancer [male],174.2,neoplasms,Adrenal tumor,127021009,5
Breast cancer [male],174.2,neoplasms,Oxyphilic adenocarcinoma,443261008,3
Breast cancer [male],174.2,neoplasms,MTC - Medullary thyroid carcinoma,255032005,3
Breast cancer [male],174.2,neoplasms,PTSD - Post-traumatic stress disorder,47505003,1
Breast cancer [male],174.2,neoplasms,Idiopathic hypereosinophilic syndrome,423294001,1
Breast cancer [male],174.2,neoplasms,CD - Celiac disease,396331005,1
Breast cancer [male],174.2,neoplasms,Infection by Trichomonas,56335008,1
Breast cancer [male],174.2,neoplasms,FTC - Follicular thyroid carcinoma,255028004,3
Breast cancer [male],174.2,neoplasms,Clinical von Reclinghausen's disease,92824003,3
Breast cancer [male],174.2,neoplasms,Congenital atresia of pulmonary valve,204342004,1
Breast cancer [male],174.2,neoplasms,Breast pain,53430007,5
Breast cancer [male],174.2,neoplasms,Flushing,238810007,3
Breast cancer [male],174.2,neoplasms,Impingement syndrome of shoulder,239960007,4
Breast cancer [male],174.2,neoplasms,"Follicular carcinoma, oxyphilic cell",57596004,4
Breast cancer [male],174.2,neoplasms,Prolactin-secreting pituitary adenoma,134209002,4
Breast cancer [male],174.2,neoplasms,Breast cancer screening,268547008,5
Breast cancer [male],174.2,neoplasms,FOS - Fiberoptic sigmoidoscopy,44441009,2
Breast cancer [male],174.2,neoplasms,Atypical pneumonia,233606009,1
Breast cancer [male],174.2,neoplasms,Extracorporeal haemodialysis,302497006,1
Breast cancer [male],174.2,neoplasms,Agnogenic myeloid metaplasia,52967002,3
Breast cancer [male],174.2,neoplasms,"EPH - Edema, proteinuria and hypertension of pregnancy",46764007,1
Breast cancer [male],174.2,neoplasms,NGB - New growth of bladder,126885006,2
Breast cancer [male],174.2,neoplasms,Sarcoma,424413001,4
Breast cancer [male],174.2,neoplasms,Sustained ventricular tachycardia,426525004,1
Breast cancer [male],174.2,neoplasms,Lumbar spinal stenosis,18347007,1
Breast cancer [male],174.2,neoplasms,Biopsy of breast,122548005,5
Breast cancer [male],174.2,neoplasms,Achrochordon,201091002,3
Breast cancer [male],174.2,neoplasms,Itchy skin eruption,64144002,4
Breast cancer [male],174.2,neoplasms,Leiomyosarcoma,443719001,4
Breast cancer [male],174.2,neoplasms,Excision of tonsil,173422009,1
Breast cancer [male],174.2,neoplasms,Excessive liquor,86203003,1
Cervical cancer,180.1,neoplasms,Cyst,441457006,3
Cervical cancer,180.1,neoplasms,Atrophic vaginitis,52441000,5
Cervical cancer,180.1,neoplasms,Observation of urethral discharge,9957009,5
Cervical cancer,180.1,neoplasms,Deficient liquor,59566000,1
Cervical cancer,180.1,neoplasms,KS - Kaposi's sarcoma,109385007,2
Cervical cancer,180.1,neoplasms,Aneurysmal haematoma,22036004,1
Cervical cancer,180.1,neoplasms,Palliative care,103735009,5
Cervical cancer,180.1,neoplasms,Infection by Trichomonas,56335008,1
Cervical cancer,180.1,neoplasms,Aneurysm,432119003,1
Cervical cancer,180.1,neoplasms,Genital pruritus,267802000,5
Cervical cancer,180.1,neoplasms,Female pelvic inflammation,198130006,4
Cervical cancer,180.1,neoplasms,Hepatomegaly,80515008,1
Cervical cancer,180.1,neoplasms,Hereditary leptocytosis,40108008,1
Cervical cancer,180.1,neoplasms,Carcinoma of stomach,372143007,2
Cervical cancer,180.1,neoplasms,Inflammation of vagina,30800001,4
Cervical cancer,180.1,neoplasms,Contraceptive method vasectomy,22523008,1
Cervical cancer,180.1,neoplasms,Inflammation of urethra,31822004,4
Cervical cancer,180.1,neoplasms,Diastolic heart failure,418304008,1
Cervical cancer,180.1,neoplasms,Burning on urination,58250006,4
Cervical cancer,180.1,neoplasms,Clap,15628003,1
Cervical cancer,180.1,neoplasms,Legg-Calve-Perthes disease,111255008,1
Cervical cancer,180.1,neoplasms,Celioscopy,73632009,4
Cervical cancer,180.1,neoplasms,Vulvovaginitis,53277000,4
Cervical cancer,180.1,neoplasms,Lumbar radiculopathy,128196005,2
Cervical cancer,180.1,neoplasms,Swelling of scrotum,271687003,1
Cervical cancer,180.1,neoplasms,CH - Chronic hepatitis,76783007,1
Cervical cancer,180.1,neoplasms,Orchialgia,63901009,1
Cervical cancer,180.1,neoplasms,Itching of vulva,67882000,4
Cervical cancer,180.1,neoplasms,Inflammation of testis,274718005,1
Cervical cancer,180.1,neoplasms,Cancer metastatic to liver,94381002,4
Cervical cancer,180.1,neoplasms,Feeling tired,224960004,3
Cervical cancer,180.1,neoplasms,Balloon angioplasty of coronary artery,11101003,1
Cervical cancer,180.1,neoplasms,Comedone,247467008,1
Cervical cancer,180.1,neoplasms,Birth control,13197004,3
Cervical cancer,180.1,neoplasms,Tracheostomy,48387007,1
Cervical cancer,180.1,neoplasms,Psychogenic seizures,191714002,1
Malignant neoplasm of ovary,184.11,neoplasms,Sinusitis,36971009,1
Malignant neoplasm of ovary,184.11,neoplasms,Sclerosing cholangitis,235917005,1
Malignant neoplasm of ovary,184.11,neoplasms,Leiomyosarcoma,443719001,3
Malignant neoplasm of ovary,184.11,neoplasms,APC - Adenomatous polyposis coli,72900001,2
Malignant neoplasm of ovary,184.11,neoplasms,Bony metastasis,94222008,4
Malignant neoplasm of ovary,184.11,neoplasms,OM - Otitis media,65363002,1
Malignant neoplasm of ovary,184.11,neoplasms,Human papilloma virus infection,240532009,3
Malignant neoplasm of ovary,184.11,neoplasms,Proliferative retinopathy due to diabetes mellitus,59276001,1
Malignant neoplasm of ovary,184.11,neoplasms,SS - Spinal stenosis,76107001,1
Malignant neoplasm of ovary,184.11,neoplasms,Congenital funnel chest,391982004,1
Malignant neoplasm of ovary,184.11,neoplasms,Paraganglioma,302833002,2
Malignant neoplasm of ovary,184.11,neoplasms,Infection by Treponema pallidum,76272004,1
Malignant neoplasm of ovary,184.11,neoplasms,Excision of stomach structure,53442002,4
Malignant neoplasm of ovary,184.11,neoplasms,Postmenopausal,76498008,5
Malignant neoplasm of ovary,184.11,neoplasms,Cerebroretinal angiomatosis,46659004,1
Malignant neoplasm of ovary,184.11,neoplasms,CA - Carcinoma of breast,254838004,2
Malignant neoplasm of ovary,184.11,neoplasms,Neurosensory deafness,60700002,2
Malignant neoplasm of ovary,184.11,neoplasms,Lymphoproliferative disorder,277466009,2
Malignant neoplasm of ovary,184.11,neoplasms,Sarcoma,424413001,4
Malignant neoplasm of ovary,184.11,neoplasms,Ovarian torsion,13595002,1
Malignant neoplasm of ovary,184.11,neoplasms,Breast cancer screening,268547008,1
Malignant neoplasm of ovary,184.11,neoplasms,MTC - Medullary thyroid carcinoma,255032005,2
Malignant neoplasm of ovary,184.11,neoplasms,Flushing,238810007,2
Malignant neoplasm of ovary,184.11,neoplasms,Mammogram - screening,24623002,1
Malignant neoplasm of ovary,184.11,neoplasms,CD - Conductive deafness,44057004,1
Malignant neoplasm of ovary,184.11,neoplasms,Breast pain,53430007,1
Malignant neoplasm of ovary,184.11,neoplasms,Administration of steroid,297279009,2
Malignant neoplasm of ovary,184.11,neoplasms,Antenatal screening,243787009,4
Malignant neoplasm of ovary,184.11,neoplasms,Deficiency of PTH,36976004,2
Malignant neoplasm of ovary,184.11,neoplasms,Biopsy of breast,122548005,3
Malignant neoplasm of testis,187.2,neoplasms,Eczema,43116000,1
Malignant neoplasm of testis,187.2,neoplasms,Albuminuria,274769005,1
Malignant neoplasm of testis,187.2,neoplasms,Postmenopausal,76498008,1
Malignant neoplasm of testis,187.2,neoplasms,Drug abuse,26416006,1
Malignant neoplasm of testis,187.2,neoplasms,Eunuchoidism,48723006,4
Malignant neoplasm of testis,187.2,neoplasms,Infection due to Methicillin resistant Staphylococcus aureus,266096002,1
Malignant neoplasm of testis,187.2,neoplasms,Acne,11381005,1
Malignant neoplasm of testis,187.2,neoplasms,Lateral epicondylitis,202855006,1
Malignant neoplasm of testis,187.2,neoplasms,Cardiac infarction,22298006,1
Malignant neoplasm of testis,187.2,neoplasms,Impaired fasting glucose,390951007,1
Malignant neoplasm of testis,187.2,neoplasms,Cancer of skin,372130007,1
Malignant neoplasm of testis,187.2,neoplasms,Breast cancer,254837009,1
