"phecode","phenotype","phecode_exclude_range","sex","rollup","leaf","category","category_number"
"676","Other disorders of the breast associated with childbirth and disorders of lactation","670-677.99","Female",1,0,"pregnancy complications",12
"679","Complications of in utero procedures","678-679.99","Female",1,1,"pregnancy complications",12
"681","Superficial cellulitis and abscess","680-686.99","Both",1,0,"dermatologic",13
"681.1","Cellulitis and abscess of fingers/toes","680-686.99","Both",1,1,"dermatologic",13
"681.2","Cellulitis and abscess of face/neck","680-686.99","Both",1,1,"dermatologic",13
"681.3","Cellulitis and abscess of arm/hand","680-686.99","Both",1,1,"dermatologic",13
"681.5","Cellulitis and abscess of leg, except foot","680-686.99","Both",1,1,"dermatologic",13
"681.6","Cellulitis and abscess of foot, toe","680-686.99","Both",1,1,"dermatologic",13
"681.7","Cellulitis and abscess of trunk","680-686.99","Both",1,1,"dermatologic",13
"686","Other local infections of skin and subcutaneous tissue","680-686.99","Both",1,0,"dermatologic",13
"686.1","Carbuncle and furuncle","680-686.99","Both",0,1,"dermatologic",13
"686.2","Impetigo","680-686.99","Both",0,1,"dermatologic",13
"686.3","Pilonidal cyst","680-686.99","Both",0,1,"dermatologic",13
"686.4","Pyogenic granuloma","680-686.99","Both",0,1,"dermatologic",13
"686.5","Pyoderma","680-686.99","Both",0,1,"dermatologic",13
"687","Symptoms affecting skin","687-687.99","Both",1,0,"dermatologic",13
"687.1","Rash and other nonspecific skin eruption","687-687.99","Both",0,1,"dermatologic",13
"687.2","Localized superficial swelling, mass, or lump","687-687.99","Both",1,1,"dermatologic",13
"687.3","Changes in skin texture","687-687.99","Both",1,1,"dermatologic",13
"687.4","Disturbance of skin sensation","687-687.99","Both",0,1,"dermatologic",13
"689","Disorder of skin and subcutaneous tissue NOS","689-689.99","Both",1,0,"dermatologic",13
"690","Erythematosquamous dermatosis","690-697.99","Both",1,0,"dermatologic",13
"690.1","Seborrheic dermatitis","690-697.99","Both",1,1,"dermatologic",13
"691","Congenital anomalies of skin","690-697.99","Both",1,0,"dermatologic",13
"691.1","Ichthyosis congenita","690-697.99","Both",1,1,"dermatologic",13
"691.3","Congenital pigmentary anomalies of skin","690-697.99","Both",1,1,"dermatologic",13
"694","Dyschromia and Vitiligo","690-697.99","",1,0,"dermatologic",13
"694.1","Vitiligo","690-697.99","Both",1,1,"dermatologic",13
"694.2","Other dyschromia","690-697.99","Both",1,1,"dermatologic",13
"694.3","Vascular disorders of skin","690-697.99","Both",1,1,"dermatologic",13
"695","Erythematous conditions","690-697.99","",1,0,"dermatologic",13
"695.1","Toxic erythema","690-697.99","Both",1,1,"dermatologic",13
"695.2","Bullous dermatoses","690-697.99","Both",1,1,"dermatologic",13
"695.21","Dermatitis herpetiformis","690-697.99","Both",1,1,"dermatologic",13
"695.22","Pemphigus and pemphigoid","690-697.99","Both",1,1,"dermatologic",13
"695.3","Rosacea","690-697.99","",1,1,"dermatologic",13
"695.4","Lupus (localized and systemic)","690-697.99, 335-335.99","",1,1,"dermatologic",13
"695.41","Cutaneous lupus erythematosus","690-697.99, 335-335.99","Both",1,1,"dermatologic",13
"695.42","Systemic lupus erythematosus","690-697.99, 335-335.99","Both",1,1,"dermatologic",13
"695.7","Prurigo and Lichen","690-697.99","Both",1,1,"dermatologic",13
"695.8","Other specified erythematous conditions","690-697.99","Both",1,1,"dermatologic",13
"695.81","Erythema nodosum","690-697.99","Both",1,1,"dermatologic",13
"695.9","Unspecified erythematous condition","690-697.99","Both",1,1,"dermatologic",13
"696","Psoriasis and related disorders","690-697.99, 714-714.99","Both",1,0,"dermatologic",13
"696.2","Parapsoriasis","690-697.99","Both",1,1,"dermatologic",13
"696.3","Pityriasis","690-697.99","Both",1,1,"dermatologic",13
"696.4","Psoriasis","690-697.99, 714-714.99","Both",1,1,"dermatologic",13
"696.41","Psoriasis vulgaris","690-697.99, 714-714.99","Both",1,1,"dermatologic",13
"696.42","Psoriatic arthropathy","690-697.99, 714-714.99","Both",1,1,"dermatologic",13
"697","Sarcoidosis","690-697.99","Both",1,0,"dermatologic",13
"698","Pruritus and related conditions","698-699.99","",1,0,"dermatologic",13
"700","Corns and callosities","700-701.99","",1,0,"dermatologic",13
"701","Other hypertrophic and atrophic conditions of skin","700-701.99","Both",1,0,"dermatologic",13
"701.1","Keratoderma, acquired","700-701.99","Both",1,1,"dermatologic",13
"701.2","Scar conditions and fibrosis of skin","700-701.99","Both",1,1,"dermatologic",13
"701.3","Circumscribed scleroderma","700-701.99","Both",1,1,"dermatologic",13
"701.4","Keloid scar","700-701.99","Both",1,1,"dermatologic",13
"701.5","Abnormal granulation tissue","700-701.99","Both",1,1,"dermatologic",13
"701.6","Acquired acanthosis nigricans","700-701.99","Both",1,0,"dermatologic",13
"702","Degenerative skin conditions and other dermatoses","700-702.99","",1,0,"dermatologic",13
"702.1","Actinic keratosis","702-702.99","Both",1,1,"dermatologic",13
"702.2","Seborrheic keratosis","702-702.99","Both",1,1,"dermatologic",13
"702.4","Degenerative skin disorders","700-702.99","Both",1,1,"dermatologic",13
"703","Diseases of nail, NOS","703-704.99","",1,0,"dermatologic",13
"703.1","Ingrowing nail","703-704.99","Both",0,0,"dermatologic",13
"704","Diseases of hair and hair follicles","703-704.99","Both",1,0,"dermatologic",13
"704.1","Alopecia","703-704.99","Both",1,1,"dermatologic",13
"704.11","Alopecia Areata","703-704.99","Both",1,1,"dermatologic",13
"704.12","Telogen effluvium","703-704.99","Both",1,0,"dermatologic",13
"704.2","Hirsutism","703-704.99","Both",0,0,"dermatologic",13
"704.8","Other specified diseases of hair and hair follicles","703-704.99","Both",1,1,"dermatologic",13
"705","Disorders of sweat glands","705-706.99","Both",1,0,"dermatologic",13
"705.1","Dyshidrosis","705-706.99","Both",1,1,"dermatologic",13
"705.3","Hidradenitis","705-706.99","Both",1,1,"dermatologic",13
"705.8","Hyperhidrosis","705-706.99","Both",0,0,"dermatologic",13
"706","Diseases of sebaceous glands","705-706.99","",1,0,"dermatologic",13
"706.1","Acne","705-706.99","Both",1,1,"dermatologic",13
"706.2","Sebaceous cyst","705-706.99","Both",1,1,"dermatologic",13
"706.3","Seborrhea","705-706.99","Both",1,1,"dermatologic",13
"706.8","Other specified diseases of sebaceous glands","705-706.99","Both",1,1,"dermatologic",13
"707","Chronic ulcer of skin","707-707.99","",1,0,"dermatologic",13
"707.1","Decubitus ulcer","707-707.99","Both",1,1,"dermatologic",13
"707.2","Chronic ulcer of leg or foot","707-707.99","Both",1,1,"dermatologic",13
"707.3","Chronic ulcer of unspecified site","707-707.99","Both",1,1,"dermatologic",13
"709","Diffuse diseases of connective tissue","690-697.99, 708-709.99","",1,0,"dermatologic",13
"709.2","Sicca syndrome","690-697.99, 708-709.99","Both",1,1,"dermatologic",13
"709.3","Systemic sclerosis","690-697.99, 708-709.99","Both",1,1,"dermatologic",13
"709.4","Polymyositis","690-697.99, 708-709.99","Both",1,1,"dermatologic",13
"709.5","Dermatomyositis","690-697.99, 708-709.99","Both",1,0,"dermatologic",13
"709.6","Other specified diffuse diseases of connective tissue","690-697.99, 708-709.99","Both",1,0,"dermatologic",13
"709.7","Unspecified diffuse connective tissue disease","690-697.99, 708-709.99","Both",1,0,"dermatologic",13
"710","Osteomyelitis, periostitis, and other infections involving bone","710-716.99","",1,0,"musculoskeletal",14
"710.1","Osteomyelitis","710-716.99","Both",1,1,"musculoskeletal",14
"710.11","Acute osteomyelitis","710-716.99","Both",1,1,"musculoskeletal",14
"710.12","Chronic osteomyelitis","710-716.99","Both",1,1,"musculoskeletal",14
"710.19","Unspecified osteomyelitis","710-716.99","Both",1,1,"musculoskeletal",14
"710.2","Periostitis","710-716.99","Both",1,1,"musculoskeletal",14
"710.3","Osteopathy resulting from poliomyelitis","710-716.99","Both",1,1,"musculoskeletal",14
"711","Arthropathy associated with infections","710-716.99","",1,0,"musculoskeletal",14
"711.1","Pyogenic arthritis","710-716.99","Both",1,1,"musculoskeletal",14
"711.2","Reiter's disease","710-716.99","Both",1,1,"musculoskeletal",14
"711.3","Behcet's syndrome","710-716.99","Both",1,1,"musculoskeletal",14
"712","Infective connective tissue disorders","710-716.99","",1,0,"musculoskeletal",14
"713","Arthropathy associated with other disorders classified elsewhere","710-716.99","",1,0,"musculoskeletal",14
"713.5","Arthropathy associated with neurological disorders","710-716.99","Both",1,1,"musculoskeletal",14
"714","Rheumatoid arthritis and other inflammatory polyarthropathies","714-716.00, 696-696.99","",1,0,"musculoskeletal",14
"714.1","Rheumatoid arthritis","714-716.00, 696-696.99","Both",1,1,"musculoskeletal",14
"714.2","Juvenile rheumatoid arthritis","714-716.00, 696-696.99","Both",1,1,"musculoskeletal",14
"715","Other inflammatory spondylopathies","714-716.00, 696-696.99","",1,0,"musculoskeletal",14
"715.1","Sacroiliitis NEC","714-716.00, 696-696.99","Both",1,1,"musculoskeletal",14
"715.2","Ankylosing spondylitis","714-716.00, 696-696.99","Both",1,1,"musculoskeletal",14
"715.3","Spinal enthesopathy","714-716.00, 696-696.99","Both",1,0,"musculoskeletal",14
"716","Other arthropathies","710-716.99","",1,0,"musculoskeletal",14
"716.1","Unspecified polyarthropathy or polyarthritis","710-716.99","Both",1,1,"musculoskeletal",14
"716.2","Unspecified monoarthritis","710-716.99","Both",1,1,"musculoskeletal",14
"716.3","Kaschin-Beck disease","710-716.99","Both",1,0,"musculoskeletal",14
"716.8","Palindromic rheumatism","710-716.99","Both",1,0,"musculoskeletal",14
"716.9","Arthropathy NOS","710-716.99","Both",1,1,"musculoskeletal",14
"717","Polymyalgia Rheumatica","717-717.99","",1,0,"musculoskeletal",14
"720","Spinal stenosis","720-724.99","",1,0,"musculoskeletal",14
"720.1","Spinal stenosis of lumbar region","720-724.99","Both",1,1,"musculoskeletal",14
"721","Spondylosis and allied disorders","720-724.99","",1,0,"musculoskeletal",14
"721.1","Spondylosis without myelopathy","720-724.99","Both",1,1,"musculoskeletal",14
"721.2","Spondylosis with myelopathy","720-724.99","Both",1,1,"musculoskeletal",14
"721.8","Other allied disorders of spine","720-724.99","Both",1,1,"musculoskeletal",14
"722","Intervertebral disc disorders","720-724.99","",1,0,"musculoskeletal",14
"722.1","Displacement of intervertebral disc","720-724.99","Both",1,1,"musculoskeletal",14
"722.3","Schmorl's nodes","720-724.99","Both",1,1,"musculoskeletal",14
"722.6","Degeneration of intervertebral disc","720-724.99","Both",1,1,"musculoskeletal",14
"722.7","Intervertebral disc disorder with myelopathy","720-724.99","Both",1,1,"musculoskeletal",14
"722.8","Postlaminectomy syndrome","720-724.99","Both",1,1,"musculoskeletal",14
"722.9","Other and unspecified disc disorder","720-724.99","Both",1,1,"musculoskeletal",14
"723","Other disorders of cervical region","720-724.99","",1,0,"musculoskeletal",14
"723.1","Torticollis","720-724.99","Both",1,1,"musculoskeletal",14
"724","Other and unspecified disorders of back","720-724.99","",1,0,"musculoskeletal",14
"724.1","Disorders of sacrum","720-724.99","Both",1,1,"musculoskeletal",14
"724.2","Disorders of coccyx","720-724.99","Both",1,1,"musculoskeletal",14
"724.8","Other symptoms referable to back","720-724.99","Both",1,1,"musculoskeletal",14
"724.9","Other unspecified back disorders","720-724.99","Both",1,1,"musculoskeletal",14
"726","Peripheral enthesopathies and allied syndromes","725-729.99","",1,0,"musculoskeletal",14
"726.1","Enthesopathy","725-729.99","Both",1,1,"musculoskeletal",14
"726.2","Synoviopathy","725-729.99","Both",1,1,"musculoskeletal",14
"726.3","Bursitis","725-729.99","Both",1,1,"musculoskeletal",14
"726.4","Calcaneal spur; Exostosis NOS","725-729.99","Both",1,1,"musculoskeletal",14
"727","Other disorders of synovium, tendon, and bursa","725-729.99","",1,0,"musculoskeletal",14
"727.1","Synovitis and tenosynovitis","725-729.99","Both",1,0,"musculoskeletal",14
"727.2","Bursitis disorders","725-729.99","Both",1,0,"musculoskeletal",14
"727.4","Ganglion and cyst of synovium, tendon, and bursa","725-729.99","Both",1,0,"musculoskeletal",14
"727.5","Rupture of synovium","725-729.99","Both",1,0,"musculoskeletal",14
"727.6","Rupture of tendon, nontraumatic","725-729.99","Both",1,0,"musculoskeletal",14
"727.7","Contracture of tendon (sheath)","725-729.99","Both",1,0,"musculoskeletal",14
"727.8","Plica syndrome","725-729.99","Both",1,0,"musculoskeletal",14
"728","Disorders of muscle, ligament, and fascia","725-729.99","Both",1,0,"musculoskeletal",14
"728.1","Muscular calcification and ossification","725-729.99","Both",0,1,"musculoskeletal",14
"728.2","Laxity of ligament or hypermobility syndrome","725-729.99","Both",0,0,"musculoskeletal",14
"728.7","Fasciitis","725-729.99","Both",0,1,"musculoskeletal",14
"728.71","Contracture of palmar fascia [Dupuytren's disease]","725-729.99","Both",0,1,"musculoskeletal",14
"729","Other disorders of soft tissues","725-729.99","",1,0,"musculoskeletal",14
"729.1","Rheumatism, unspecified and fibrositis","725-729.99","Both",1,0,"musculoskeletal",14
"729.3","Panniculitis","725-729.99","Both",0,1,"musculoskeletal",14
"729.7","Nontraumatic compartment syndrome","725-729.99","Both",0,0,"musculoskeletal",14
"731","Osteitis deformans and osteopathies associated with other disorders classified elsewhere","730-739.99","",1,0,"musculoskeletal",14
"731.1","Osteitis deformans [Paget's disease of bone]","730-739.99","Both",1,1,"musculoskeletal",14
"732","Osteochondropathies","730-739.99","",1,0,"musculoskeletal",14
"732.1","Juvenile osteochondrosis","730-739.99","Both",1,0,"musculoskeletal",14
"732.7","Osteochondritis dissecans","730-739.99","Both",1,0,"musculoskeletal",14
"733","Other disorders of bone and cartilage","730-739.99","Both",1,0,"musculoskeletal",14
"733.2","Cyst of bone","730-739.99","Both",1,0,"musculoskeletal",14
"733.4","Aseptic necrosis of bone","730-739.99","Both",0,1,"musculoskeletal",14
"733.6","Costochondritis","730-739.99","Both",0,0,"musculoskeletal",14
"733.8","Malunion and nonunion of fracture","730-739.99","Both",0,1,"musculoskeletal",14
"733.9","Chondromalacia","730-739.99","Both",0,0,"musculoskeletal",14
"735","Acquired foot deformities","735-739.99","",1,0,"musculoskeletal",14
"735.1","Flat foot","735-739.99","Both",1,1,"musculoskeletal",14
"735.2","Acquired toe deformities","735-739.99","Both",1,1,"musculoskeletal",14
"735.21","Hammer toe (acquired)","735-739.99","Both",1,1,"musculoskeletal",14
"735.22","Claw toe (acquired)","735-739.99","Both",1,1,"musculoskeletal",14
"735.23","Hallux rigidus","735-739.99","Both",1,1,"musculoskeletal",14
"735.3","Hallux valgus (Bunion)","735-739.99","Both",1,1,"musculoskeletal",14
"736","Other acquired deformities of limbs","735-739.99","",1,0,"musculoskeletal",14
"736.1","Acquired deformities of forearm","735-739.99","Both",1,1,"musculoskeletal",14
"736.2","Acquired deformities of finger","735-739.99","Both",1,1,"musculoskeletal",14
"736.3","Acquired deformities of hip","735-739.99","Both",1,1,"musculoskeletal",14
"736.4","Genu valgum or varum (acquired)","735-739.99","Both",1,1,"musculoskeletal",14
"736.5","Acquired deformities of knee","735-739.99","Both",1,1,"musculoskeletal",14
"736.6","Unequal leg length (acquired)","735-739.99","Both",1,1,"musculoskeletal",14
"737","Curvature of spine","735-739.99","",1,0,"musculoskeletal",14
"737.1","Kyphosis (acquired)","735-739.99","Both",1,1,"musculoskeletal",14
"737.2","Lordosis (acquired)","735-739.99","Both",1,1,"musculoskeletal",14
"737.3","Kyphoscoliosis and scoliosis","735-739.99","Both",1,1,"musculoskeletal",14
"738","Other acquired musculoskeletal deformity","735-739.99","",1,0,"musculoskeletal",14
"738.4","Acquired spondylolisthesis","735-739.99","Both",1,1,"musculoskeletal",14
"739","Contracture of joint","735-739.99","",1,0,"musculoskeletal",14
"740","Osteoarthrosis","740-740.99","",1,0,"musculoskeletal",14
"740.1","Osteoarthritis; localized","740-740.99","Both",1,1,"musculoskeletal",14
"740.11","Osteoarthrosis, localized, primary","740-740.99","Both",1,1,"musculoskeletal",14
"740.12","Osteoarthrosis, localized, secondary","740-740.99","Both",1,1,"musculoskeletal",14
"740.2","Osteoarthrosis, generalized","740-740.99","Both",1,1,"musculoskeletal",14
"740.3","Osteoarthrosis involving more than one site, but not specified as generalized","740-740.99","Both",1,1,"musculoskeletal",14
"740.9","Osteoarthrosis NOS","740-740.99","Both",1,1,"musculoskeletal",14
"741","Symptoms and disorders of the joints","741-742.99","",1,0,"musculoskeletal",14
"741.1","Ankylosis of joint","741-742.99","Both",1,1,"musculoskeletal",14
"741.2","Stiffness of joint","741-742.99","Both",1,1,"musculoskeletal",14
"741.3","Difficulty in walking","741-742.99","Both",1,1,"musculoskeletal",14
"741.4","Joint effusions","741-742.99","Both",1,1,"musculoskeletal",14
"741.5","Hemarthrosis","741-742.99","Both",1,1,"musculoskeletal",14
"741.6","Villonodular synovitis","741-742.99","Both",1,1,"musculoskeletal",14
"742","Derangement of joint, non-traumatic","741-742.99","",1,0,"musculoskeletal",14
"742.1","Loose body in joint","741-742.99","Both",1,1,"musculoskeletal",14
"742.2","Pathological, developmental or recurrent dislocation","741-742.99","Both",1,1,"musculoskeletal",14
"742.8","Articular cartilage disorder","741-742.99","Both",1,1,"musculoskeletal",14
"742.9","Other derangement of joint","741-742.99","Both",1,1,"musculoskeletal",14
"743","Osteoporosis, osteopenia and pathological fracture","743-744.99","",1,0,"musculoskeletal",14
"743.1","Osteoporosis","743-744.99","Both",1,1,"musculoskeletal",14
"743.11","Osteoporosis NOS","743-744.99","Both",1,1,"musculoskeletal",14
"743.12","Senile osteoporosis","743-744.99","Both",1,1,"musculoskeletal",14
"743.13","Other specified osteoporosis","743-744.99","Both",1,1,"musculoskeletal",14
"743.2","Pathologic fracture","743-744.99","Both",1,1,"musculoskeletal",14
"743.21","Pathologic fracture of vertebrae","743-744.99","Both",1,1,"musculoskeletal",14
"743.22","Pathologic fracture of femur","743-744.99","Both",1,1,"musculoskeletal",14
"743.4","Stress fracture","743-744.99","Both",1,1,"musculoskeletal",14
"743.9","Osteopenia or other disorder of bone and cartilage","743-744.99","Both",1,1,"musculoskeletal",14
"745","Pain in joint","745-745.99","",1,0,"musculoskeletal",14
"747","Cardiac and circulatory congenital anomalies","747-747.99","",1,0,"congenital anomalies",15
"747.1","Cardiac congenital anomalies","747-747.99","Both",1,1,"congenital anomalies",15
"747.11","Cardiac shunt/ heart septal defect","747-747.99","Both",1,1,"congenital anomalies",15
"747.12","Valvular heart disease/ heart chambers","747-747.99","Both",1,1,"congenital anomalies",15
"747.13","Congenital anomalies of great vessels","747-747.99","Both",1,1,"congenital anomalies",15
"747.2","Congenital anomalies of peripheral vascular system","747-747.99","Both",1,1,"congenital anomalies",15
"748","Anomalies of respiratory system, congenital","748-749.99","",1,0,"congenital anomalies",15
"749","Congenital anomalies of face and neck","748-749.99","",1,0,"congenital anomalies",15
"749.1","Cleft palate","747-759.99","Both",1,1,"congenital anomalies",15
"749.2","Congenital anomalies of skull and face bones","748-749.99","Both",1,1,"congenital anomalies",15
"750","Digestive congenital anomalies","750-751.99","",1,0,"congenital anomalies",15
"750.1","Upper gastrointestinal congenital anomalies","750-751.99","Both",1,1,"congenital anomalies",15
"750.11","Esophageal atresia/tracheoesophageal fistula","750-751.99","Both",1,1,"congenital anomalies",15
"750.13","Congenital anomalies of mouth/tongue","750-751.99","Both",1,1,"congenital anomalies",15
"750.14","Congenital anomalies of esophagus","750-751.99","Both",1,1,"congenital anomalies",15
"750.15","Congenital anomalies of stomach","750-751.99","Both",1,1,"congenital anomalies",15
"750.2","Lower gastrointestinal congenital anomalies","750-751.99","Both",1,1,"congenital anomalies",15
"750.21","Congenital anomalies of intestine","750-751.99","Both",1,1,"congenital anomalies",15
"750.22","Congenital anomaly of gallbladder, bile ducts, liver, pancreas","750-751.99","Both",1,1,"congenital anomalies",15
"750.5","Congenital hypertrophic pyloric stenosis","750-751.99","Both",1,1,"congenital anomalies",15
"751","Genitourinary congenital anomalies","750-751.99","Both",1,0,"congenital anomalies",15
"751.1","Congenital anomalies of genital organs","750-751.99","Both",1,1,"congenital anomalies",15
"751.11","Congenital anomalies of female genital organs","750-751.99","Female",1,1,"congenital anomalies",15
"751.12","Congenital anomalies of male genital organs","750-751.99","Male",1,1,"congenital anomalies",15
"751.2","Congenital anomalies of urinary system","750-751.99","Both",1,1,"congenital anomalies",15
"751.21","Cystic kidney disease","750-751.99","Both",1,1,"congenital anomalies",15
"751.22","Other specified congenital anomalies of kidney","750-751.99","Both",1,1,"congenital anomalies",15
"751.3","Obstructive genitourinary defect","750-751.99","Both",1,1,"congenital anomalies",15
"752","Nervous system congenital anomalies","752-754.99","Both",1,0,"congenital anomalies",15
"752.1","Neural tube defects","752-754.99","Both",1,1,"congenital anomalies",15
"752.11","Spina bifida","752-754.99","Both",1,1,"congenital anomalies",15
"752.2","Other specified congenital anomalies of nervous system","752-754.99","Both",1,1,"congenital anomalies",15
"753","Congenital anomalies of the eye","752-754.99","",1,0,"congenital anomalies",15
"753.1","Congenital cataract and lens anomalies","752-754.99","Both",1,1,"congenital anomalies",15
"753.2","Congenital anomalies of posterior segment of eye","752-754.99","Both",1,1,"congenital anomalies",15
"754","Congenital musculoskeletal deformities of spine","754-756.99","",1,0,"congenital anomalies",15
"754.1","Lumbosacral spondylolysis, congenital","754-756.99","Both",1,1,"congenital anomalies",15
"754.2","Spondylolisthesis, congenital","754-756.99","Both",1,1,"congenital anomalies",15
"755","Congenital anomalies of limbs","754-756.99","",1,0,"congenital anomalies",15
"755.1","Congenital deformities of feet","754-756.99","Both",1,1,"congenital anomalies",15
"755.3","Congenital anomaly of fingers/toes","754-756.99","Both",1,1,"congenital anomalies",15
"755.4","Congenital anomalies of upper limb, including shoulder girdle","754-756.99","Both",1,1,"congenital anomalies",15
"755.6","Other congenital anomalies of lower limb, including pelvic girdle","754-756.99","Both",1,1,"congenital anomalies",15
"755.61","Congenital hip dysplasia and deformity","754-756.99","Both",1,1,"congenital anomalies",15
"756","Other congenital musculoskeletal anomalies","754-756.99","",1,0,"congenital anomalies",15
"756.1","Congenital anomalies of abdominal wall; diaphram","754-756.99","Both",1,1,"congenital anomalies",15
"756.2","Pectus and other congenital anomalies of ribs/sternum","754-756.99","Both",1,1,"congenital anomalies",15
"756.21","Pectus excavatum","754-756.99","Both",1,0,"congenital anomalies",15
"756.22","Pectus carinatum","754-756.99","Both",1,0,"congenital anomalies",15
"756.3","Congenital anomalies of muscle, tendon, fascia, and connective tissue","754-756.99","Both",1,0,"congenital anomalies",15
"756.5","Congenital osteodystrophies","754-756.99","Both",1,0,"congenital anomalies",15
"757","Congenital anomalies of the integument","756-759.99","",1,0,"congenital anomalies",15
"758","Chromosomal anomalies and genetic disorders","756-759.99","",1,0,"congenital anomalies",15
"758.1","Chromosomal anomalies","756-759.99","Both",1,1,"congenital anomalies",15
"759","Other and unspecified congenital anomalies","756-759.99","",1,0,"congenital anomalies",15
"759.1","Anomalies of endocrine glands, congenital","756-759.99","Both",1,0,"congenital anomalies",15
"760","Back pain","760-760.99","",1,0,"symptoms",17
"761","Cervicalgia","761-761.99","",1,0,"symptoms",17
"763","Thoracic or lumbosacral neuritis or radiculitis, unspecified","763-767.99","",1,0,"symptoms",17
"764","Sciatica","763-767.99","",1,0,"symptoms",17
"765","Cervical radiculitis","763-767.99","",1,0,"symptoms",17
"766","Neuralgia, neuritis, and radiculitis NOS","763-767.99","",1,0,"symptoms",17
"767","Cervicocranial/Cervicobrachial syndrome","763-767.99","",1,0,"symptoms",17
"769","Nonallopathic lesions NEC","769-769.99","",1,0,"symptoms",17
"770","Myalgia and myositis unspecified","770-770.99","",1,0,"symptoms",17
"771","Musculoskeletal symptoms referable to limbs","771-771.99","Both",1,0,"symptoms",17
"771.1","Swelling of limb","771-771.99","Both",0,0,"symptoms",17
"771.2","Cramp of limb","771-771.99","Both",0,0,"symptoms",17
"772","Symptoms of the muscles","772-772.99","",1,0,"symptoms",17
"772.1","Muscular wasting and disuse atrophy","772-772.99","Both",0,0,"symptoms",17
"772.2","Spasm of muscle","772-772.99","Both",0,0,"symptoms",17
"772.3","Muscle weakness","772-772.99","Both",0,0,"symptoms",17
"772.4","Rhabdomyolysis","772-772.99","Both",0,0,"symptoms",17
"772.6","Facial weakness","772-772.99","Both",0,0,"symptoms",17
"773","Pain in limb","773-773.99","",1,1,"symptoms",17
"780","Hypothermia/Chills","780-780.99","",1,0,"symptoms",17
"781","Symptoms involving nervous and musculoskeletal systems","781-781.99","",1,0,"symptoms",17
"781.1","Loss of height","781-781.99","Both",0,0,"symptoms",17
"781.2","Abnormal posture","781-781.99","Both",0,0,"symptoms",17
"782","Symptoms involving skin and other integumentary tissue","782-782.99","Both",1,0,"symptoms",17
"782.3","Edema","782-782.99","Both",0,0,"symptoms",17
"782.6","Pallor and flushing","782-782.99","Both",0,0,"symptoms",17
"783","Fever of unknown origin","783-783.99","",1,0,"symptoms",17
"783.1","Postprocedural fever","783-783.99","Both",1,0,"symptoms",17
"785","Abdominal pain","785-785.99","",1,0,"symptoms",17
"788","Syncope and collapse","788-788.99","",1,0,"symptoms",17
"789","Nausea and vomiting","789-789.99","",1,0,"symptoms",17
"789.1","Persistent vomiting","789-789.99","Both",1,0,"symptoms",17
"790","Nonspecific findings on examination of blood","790-790.99","Both",1,0,"symptoms",17
"790.1","Elevated sedimentation rate","790-790.99","Both",0,0,"symptoms",17
"790.6","Other abnormal blood chemistry","790-790.99","Both",0,0,"symptoms",17
"790.8","Elevated C-reactive protein (CRP)","790-790.99","Both",0,0,"symptoms",17
"790.9","Abnormal arterial blood gases","790-790.99","Both",0,0,"symptoms",17
"791","Gangrene","791-791.99","",1,0,"symptoms",17
"792","Abnormal Papanicolaou smear of cervix and cervical HPV","174-184.99, 218-218.99, 792-792.99","Female",1,0,"genitourinary",11
"792.1","Papanicolaou smear of cervix or vagina with atypical squamous cells","174-184.99, 218-218.99, 792-792.99","Female",1,0,"genitourinary",11
"793","Nonspecific abnormal findings on radiological and other examination of musculoskeletal system","793-793.99","Both",1,0,"symptoms",17
"793.2","Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)","793-793.99","Both",0,1,"symptoms",17
"794","Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)","794-794.99","",1,0,"symptoms",17
"795","Other and nonspecific abnormal cytological, histological and immunological findings","795-795.99","",1,0,"symptoms",17
"795.8","Abnormal tumor markers","795-795.99","",0,1,"symptoms",17
"795.81","Elevated carcinoembryonic antigen [CEA]","795-795.99","Both",1,0,"symptoms",17
"795.82","Elevated cancer antigen 125 [CA 125]","795-795.99","Both",1,0,"symptoms",17
"796","Elevated prostate specific antigen [PSA]","185-187.99, 796-796.99, 600-602.99","Male",1,0,"genitourinary",11
"797","Shock","797-797.99","",1,0,"symptoms",17
"797.1","Cardiogenic shock","797-797.99","Both",1,0,"symptoms",17
"797.2","Septic shock","797-797.99","Both",1,0,NULL,NULL
"798","Malaise and fatigue","798-798.99","",1,0,"symptoms",17
"798.1","Chronic fatigue syndrome","798-798.99","",1,1,"symptoms",17
"799","Debility unspecified","799-799.99","",1,1,"symptoms",17
"800","Fracture of lower limb","800-809.99","",1,0,"injuries & poisonings",18
"800.1","Fracture of neck of femur","800-809.99","Both",1,1,"injuries & poisonings",18
"800.2","Fracture of unspecified part of femur","800-809.99","Both",1,1,"injuries & poisonings",18
"800.3","Fracture of tibia and fibula","800-809.99","Both",1,1,"injuries & poisonings",18
"800.4","Fracture of patella","800-809.99","Both",1,1,"injuries & poisonings",18
"801","Fracture of ankle and foot","800-809.99","Both",1,0,"injuries & poisonings",18
"801.1","Fracture of foot","800-809.99","Both",1,1,"injuries & poisonings",18
"802","Fracture of pelvis","800-809.99","",1,0,"injuries & poisonings",18
"803","Fracture of upper limb","800-809.99","Both",1,0,"injuries & poisonings",18
"803.1","Fracture of humerus","800-809.99","Both",1,1,"injuries & poisonings",18
